BINCODE	NAME	IDENTIFIER	DESCRIPTION	TYPE
'28.1'	'DNA.synthesis/chromatin structure'	'cre07.g314400.t1.3|pacid:27564672'	'UvrD-helicase UvrD uvrD RecB PRK10919  no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'cre06.g305050.t1.3|pacid:27569490'	'no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'cre01.g015250.t1.1|pacid:27577917'	'PolB DNA_pol_B POLBc POLBc PRK05762 DNA_pol_B_exo PRK05761     no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'cre02.g113700.t1.2|pacid:27574807'	'no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'cre06.g263841.t1.2|pacid:27567872'	'no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'cre04.g219000.t1.2|pacid:27580399'	'no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'g4447.t1|pacid:27576349'	'MPH1 DEXDc DEXDc DEXHc DEAD Helicase_C HELICc    no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'g1856.t1|pacid:27575346'	'NAP   no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'cre09.g412450.t1.3|pacid:27570636'	'Rad21_Rec8_N   no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'cre16.g651000.t1.2|pacid:27567007'	'RPA1_DBD_C Rep_fac-A_C RPA1_DBD_B RPA1_DBD_A  no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'cre02.g096900.t1.2|pacid:27574790'	'no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'cre02.g089608.t1.2|pacid:27574544'	'DinG DEAD_2 DEXDc2 HELICc2     no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'g10001.t2|pacid:27570803'	'COG1112     no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'cre10.g455850.t1.2|pacid:27580306'	'MCM MCM2 MCM        no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'cre03.g199400.t1.3|pacid:27576240'	'ORC2 ORC2   no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'cre01.g051100.t1.2|pacid:27578350'	'SKIP_SNW   no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'g3888.t1|pacid:27576743'	'COG1205 Lhr DEXDc DEAD    no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'cre12.g502350.t1.3|pacid:27581180'	'RecQ PRK11057 HELICc SrmB DEXDc DEAD DEXHc      no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'cre12.g504000.t1.3|pacid:27581929'	'CCR4    no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'cre03.g171650.t1.2|pacid:27576340'	'HrpA PRK11131 PRK11664 DEXHc DEXDc DEXDc HA2 DUF1605         no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'cre04.g219750.t1.3|pacid:27580863'	'RecQ PRK11057 HELICc SrmB DEXDc Lhr DEAD COG1205 RQC DEXHc COG1202 HELICc Helicase_C        no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'cre07.g312350.t1.3|pacid:27564358'	'AE_Prim_S PRI1 DNA_primase_S   no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'g13785.t1|pacid:27581113'	'MCM MCM2 MCM        no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'cre02.g089600.t1.3|pacid:27575129'	'no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'cre06.g262800.t1.2|pacid:27568879'	'no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'cre03.g150350.t1.3|pacid:27576140'	'COG1112             no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'cre17.g736150.t1.3|pacid:27571314'	'PolA PRK07456 PRK05797 PRK08076 PRK08928 PRK08434 DNA_pol_A PRK07997 PRK06887 PRK08835 PRK05929 PRK07300 PRK07556 PRK07898 PRK05755 POLAc PRK08786 PRK07625  no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'cre02.g073550.t1.2|pacid:27575439'	'NAP   no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'g4355.t1|pacid:27575939'	'POLBc POLBc PolB DNA_pol_B PRK05762     no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'cre10.g463450.t1.3|pacid:27579792'	'no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'cre17.g725100.t1.2|pacid:27572065'	'TopA TOP1Ac PRK07220 PRK07219 Topoisom_bac TOP1Ac PRK05776 PRK08174 PRK08620 PRK08173 TOPRIM_TopoIA_TopoIII PRK07726 PRK09031 COG1110 PRK09401 PRK08780 PRK09137 PRK09001 TOPRIM_TopoIA PRK06319 PRK08938 PRK05823 PRK09138 PRK07561 PRK08413 PRK07141 TOP1Bc PRK05582 PRK06599 PRK07941    no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'cre12.g534150.t1.3|pacid:27582367'	'no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'cre03.g172950.t1.2|pacid:27577128'	'PRK04270 PseudoU_synth_hDyskerin TruB PseudoU_synth_TruB_like PseudoU_synth_EcTruB TruB_N truB truB DKCLD truB truB truB truB truB truB truB truB truB   no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'cre02.g084800.t1.2|pacid:27575276'	'COG1697 PRK04342 TOPRIM_TopoIIB_SPO   no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'g2953.t1|pacid:27577328'	'3_5_exonuc Rnd 35EXOc 35EXOc   no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'cre01.g009250.t1.3|pacid:27578769'	'TOP2c GyrB TOP4c TOP4c DNA_topoisoIV GyrA PRK05559 TOPRIM_TopoIIA TopoIIA_Trans_ScTopoIIA gyrB TOPRIM_TopoIIA_like DNA_gyraseB PRK09631 PRK07003 PRK05561 PRK05560 PRK09630 TOPRIM_TopoIIA_GyrB PRK12758 PRK12323   no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'cre16.g683500.t1.2|pacid:27567275'	'SrmB PRK11776 PRK11192 PRK10590 DEADc PRK11634 PRK04837 PRK01297 PRK04537 DEAD DEXDc DEXDc Lhr HELICc COG1205 Helicase_C HELICc RecQ                             no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'cre02.g100000.t1.2|pacid:27575116'	'RFA2 RPA2_DBD_D   no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'cre12.g530050.t1.2|pacid:27582180'	'IPPc COG5411    no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'cre03.g175851.t1.2|pacid:27576386'	'no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'cre07.g343350.t2.1|pacid:27564765'	'UvrD-helicase UvrD PRK10919 uvrD RecB   no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'cre01.g029100.t1.2|pacid:27578091'	'Psf2 COG5093   no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'cre01.g017450.t1.3|pacid:27578039'	'POL12 DNA_pol_E_B   no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'cre10.g436950.t1.2|pacid:27579624'	'TLDc TLD OXR1    no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'cre07.g352400.t1.2|pacid:27564847'	'IPPc COG5411    no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'cre03.g156150.t1.3|pacid:27577061'	'SrmB PRK11776 DEADc PRK11192 PRK04837 PRK01297 PRK11634 PRK10590 PRK04537 DEAD DEXDc DEXDc HELICc Lhr Helicase_C                           no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'g4706.t1|pacid:27580376'	'TERT    no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'cre13.g589300.t1.2|pacid:27573413'	'no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'cre09.g387400.t1.3|pacid:27570817'	'PolB DNA_pol_B POLBc POLBc PRK05762 PRK05761     no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'cre03.g175850.t1.3|pacid:27577623'	'XthA Exo_endo_phos PRK11756   no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'g3729.t1|pacid:27577596'	'DNA_pol_B_exo POLBc PolB DUF1744 POLBc PRK05762   no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'cre08.g374050.t1.2|pacid:27563523'	'DNA_pol_E_B HYS2   no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'cre03.g178650.t1.1|pacid:27576177'	'MCM MCM2 MCM        no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'cre02.g082000.t1.2|pacid:27574370'	'MutY PRK10880 ENDO3c ENDO3c Nth HhH-GPD   no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'cre16.g665950.t1.3|pacid:27566207'	'MCM2 MCM MCM        no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'g13107.t1|pacid:27583045'	'no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'cre10.g436650.t1.3|pacid:27579173'	'SrmB DEADc DEAD DEXDc PRK11776 PRK11192 PRK10590 DEXDc PRK04837 PRK11634                 no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'cre12.g490150.t2.1|pacid:27582506'	'RecQ PRK11057 DEAD DEXHc DEXDc HELICc SrmB Lhr COG1205     no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'cre12.g492450.t1.2|pacid:27581701'	'HrpA PRK11131 PRK11664 HA2 DUF1605         no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'cre01.g048200.t1.3|pacid:27578158'	'COG1112       no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'cre12.g542450.t1.2|pacid:27581086'	'COG1112        no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'cre04.g214350.t1.3|pacid:27580903'	'PolB DNA_pol_B POLBc POLBc PRK05762 PRK05761 DNA_pol_B_exo     no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'cre13.g563550.t1.3|pacid:27573335'	'IPPc COG5411 Exo_endo_phos    no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'cre01.g022350.t1.2|pacid:27578289'	'SrmB DEADc HELICc PRK11776 PRK11192 DEAD Helicase_C PRK04537 PRK01297 HELICc PRK04837 DEXDc                    no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'cre04.g218900.t1.3|pacid:27580572'	'COG1112        no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'cre17.g718850.t1.1|pacid:27571286'	'RPA1_DBD_C RPA1_DBD_A Rep_fac-A_C RPA1_DBD_B RPA1N Rep-A_N  no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'g9047.t1|pacid:27563516'	'COG1204 PRK02362 PRK01172 COG4581 PRK00254       no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'g16711.t1|pacid:27566316'	'RecQ PRK11057 SrmB Lhr HELICc DEAD COG1205 DEXDc      no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'cre01.g023150.t1.2|pacid:27578586'	'MCM MCM2 MCM        no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'cre05.g238935.t1.2|pacid:27572648'	'no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'cre03.g166650.t1.3|pacid:27576742'	'SrmB DEADc PRK10590 PRK11192 HELICc             no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'g9272.t1|pacid:27570622'	'no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'cre16.g679950.t1.2|pacid:27566973'	'rfc PRK12402 HolB PRK04132      no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'cre12.g513700.t1.3|pacid:27583019'	'no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'g15304.t1|pacid:27573013'	'RecQ PRK11057 DEXDc DEAD     no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'g2953.t2|pacid:27577327'	'3_5_exonuc Rnd 35EXOc 35EXOc   no original description'	T
'28.1'	'DNA.synthesis/chromatin structure'	'cre06.g305251.t1.2|pacid:27569391'	'WD40 COG2319         no original description'	T
'28.1.1'	'DNA.synthesis/chromatin structure.retrotransposon/transposase'	'cre13.g575950.t1.2|pacid:27573632'	'WD40 COG2319 Hira         no original description'	T
'28.1.1'	'DNA.synthesis/chromatin structure.retrotransposon/transposase'	'cre12.g517681.t1.2|pacid:27581866'	'no original description'	T
'28.1.1'	'DNA.synthesis/chromatin structure.retrotransposon/transposase'	'g6323.t1|pacid:27569089'	'no original description'	T
'28.1.1'	'DNA.synthesis/chromatin structure.retrotransposon/transposase'	'g6323.t2|pacid:27569090'	'no original description'	T
'28.1.1'	'DNA.synthesis/chromatin structure.retrotransposon/transposase'	'cre10.g419443.t1.2|pacid:27579400'	'no original description'	T
'28.1.1.1'	'DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon'	''	''	
'28.1.1.2'	'DNA.synthesis/chromatin structure.retrotransposon/transposase.non-LTR retrotransposon'	''	''	
'28.1.1.3'	'DNA.synthesis/chromatin structure.retrotransposon/transposase.copia-like retrotransposon'	''	''	
'28.1.1.4'	'DNA.synthesis/chromatin structure.retrotransposon/transposase.hat-like transposase'	'g18376.t1|pacid:27572346'	'no original description'	T
'28.1.1.5'	'DNA.synthesis/chromatin structure.retrotransposon/transposase.CACTA-like transposase'	''	''	
'28.1.1.6'	'DNA.synthesis/chromatin structure.retrotransposon/transposase.Mariner-like transposase'	''	''	
'28.1.1.7'	'DNA.synthesis/chromatin structure.retrotransposon/transposase.mutator-like transposase'	''	''	
'28.1.1.8'	'DNA.synthesis/chromatin structure.retrotransposon/transposase.ac-like transposase'	''	''	
'28.1.3'	'DNA.synthesis/chromatin structure.histone'	'cre12.g504700.t1.2|pacid:27582683'	'H2B   no original description'	T
'28.1.3'	'DNA.synthesis/chromatin structure.histone'	'g17167.t1|pacid:27571701'	'H2B   no original description'	T
'28.1.3'	'DNA.synthesis/chromatin structure.histone'	'cre17.g713950.t1.2|pacid:27571273'	'H3 Histone HHT1   no original description'	T
'28.1.3'	'DNA.synthesis/chromatin structure.histone'	'cre06.g264900.t1.1|pacid:27569027'	'H2B   no original description'	T
'28.1.3'	'DNA.synthesis/chromatin structure.histone'	'cre17.g708550.t1.2|pacid:27571290'	'H2A H2A HTA1 Histone    no original description'	T
'28.1.3'	'DNA.synthesis/chromatin structure.histone'	'cre12.g504800.t1.2|pacid:27582948'	'H3 Histone HHT1   no original description'	T
'28.1.3'	'DNA.synthesis/chromatin structure.histone'	'cre13.g590750.t1.2|pacid:27573292'	'H2B   no original description'	T
'28.1.3'	'DNA.synthesis/chromatin structure.histone'	'cre06.g271250.t1.2|pacid:27568108'	'H3 Histone HHT1   no original description'	T
'28.1.3'	'DNA.synthesis/chromatin structure.histone'	'g12473.t1|pacid:27581637'	'H2A H2A HTA1 Histone    no original description'	T
'28.1.3'	'DNA.synthesis/chromatin structure.histone'	'cre06.g274750.t1.2|pacid:27568715'	'H2B   no original description'	T
'28.1.3'	'DNA.synthesis/chromatin structure.histone'	'cre17.g713400.t1.2|pacid:27571231'	'H2A H2A HTA1 Histone    no original description'	T
'28.1.3'	'DNA.synthesis/chromatin structure.histone'	'cre06.g265400.t1.2|pacid:27568609'	'H2B   no original description'	T
'28.1.3'	'DNA.synthesis/chromatin structure.histone'	'g17289.t1|pacid:27571907'	'H4 H4 HHT1   no original description'	T
'28.1.3'	'DNA.synthesis/chromatin structure.histone'	'cre12.g506300.t1.2|pacid:27581702'	'H3 Histone HHT1   no original description'	T
'28.1.3'	'DNA.synthesis/chromatin structure.histone'	'g17236.t1|pacid:27571050'	'H2A H2A HTA1 Histone    no original description'	T
'28.1.3'	'DNA.synthesis/chromatin structure.histone'	'g17205.t1|pacid:27571845'	'H2B   no original description'	T
'28.1.3'	'DNA.synthesis/chromatin structure.histone'	'cre16.g650300.t1.2|pacid:27567051'	'H3 Histone HHT1   no original description'	T
'28.1.3'	'DNA.synthesis/chromatin structure.histone'	'cre13.g590800.t1.2|pacid:27573409'	'H2A H2A HTA1 Histone    no original description'	T
'28.1.3'	'DNA.synthesis/chromatin structure.histone'	'g5957.t1|pacid:27568706'	'H3 Histone HHT1   no original description'	T
'28.1.3'	'DNA.synthesis/chromatin structure.histone'	'cre13.g567450.t1.2|pacid:27574149'	'no original description'	T
'28.1.3'	'DNA.synthesis/chromatin structure.histone'	'cre12.g504850.t1.2|pacid:27581824'	'H4 H4 HHT1   no original description'	T
'28.1.3'	'DNA.synthesis/chromatin structure.histone'	'cre06.g271300.t1.2|pacid:27567936'	'H4 H4 HHT1   no original description'	T
'28.1.3'	'DNA.synthesis/chromatin structure.histone'	'g5961.t1|pacid:27569572'	'H4 H4 HHT1   no original description'	T
'28.1.3'	'DNA.synthesis/chromatin structure.histone'	'g17169.t1|pacid:27571865'	'H3 Histone HHT1   no original description'	T
'28.1.3'	'DNA.synthesis/chromatin structure.histone'	'cre06.g273850.t1.2|pacid:27568085'	'H2B   no original description'	T
'28.1.3'	'DNA.synthesis/chromatin structure.histone'	'cre06.g275900.t1.2|pacid:27568247'	'no original description'	T
'28.1.3'	'DNA.synthesis/chromatin structure.histone'	'cre17.g739450.t1.3|pacid:27571477'	'COG5150   no original description'	T
'28.1.3'	'DNA.synthesis/chromatin structure.histone'	'cre06.g274000.t1.2|pacid:27569159'	'H3 Histone HHT1   no original description'	T
'28.1.3'	'DNA.synthesis/chromatin structure.histone'	'cre06.g273950.t1.2|pacid:27568605'	'H4 H4 HHT1   no original description'	T
'28.1.3'	'DNA.synthesis/chromatin structure.histone'	'cre16.g648500.t1.2|pacid:27566633'	'H3 Histone HHT1   no original description'	T
'28.1.3'	'DNA.synthesis/chromatin structure.histone'	'cre06.g264950.t1.2|pacid:27569364'	'H2A H2A HTA1 Histone    no original description'	T
'28.1.3'	'DNA.synthesis/chromatin structure.histone'	'cre17.g711750.t1.2|pacid:27571366'	'H2B   no original description'	T
'28.1.3'	'DNA.synthesis/chromatin structure.histone'	'g5986.t1|pacid:27568570'	'H2A H2A HTA1 Histone    no original description'	T
'28.1.3'	'DNA.synthesis/chromatin structure.histone'	'cre12.g506350.t1.2|pacid:27582817'	'H4 H4 HHT1   no original description'	T
'28.1.3'	'DNA.synthesis/chromatin structure.histone'	'cre17.g708200.t1.2|pacid:27571166'	'H4 H4 HHT1   no original description'	T
'28.1.3'	'DNA.synthesis/chromatin structure.histone'	'cre17.g709200.t1.2|pacid:27571770'	'H2A H2A HTA1 Histone    no original description'	T
'28.1.3'	'DNA.synthesis/chromatin structure.histone'	'cre06.g268300.t1.2|pacid:27568193'	'H2A H2A HTA1 Histone    no original description'	T
'28.1.3'	'DNA.synthesis/chromatin structure.histone'	'cre16.g650250.t1.2|pacid:27566223'	'H4 H4 HHT1   no original description'	T
'28.1.3'	'DNA.synthesis/chromatin structure.histone'	'cre06.g276800.t1.2|pacid:27568503'	'H4 H4 HHT1   no original description'	T
'28.1.3'	'DNA.synthesis/chromatin structure.histone'	'cre13.g591150.t1.2|pacid:27574138'	'H2A H2A HTA1 Histone    no original description'	T
'28.1.3'	'DNA.synthesis/chromatin structure.histone'	'cre06.g265500.t1.2|pacid:27568319'	'H3 Histone HHT1   no original description'	T
'28.1.3'	'DNA.synthesis/chromatin structure.histone'	'g6198.t1|pacid:27568234'	'H2A H2A HTA1 Histone    no original description'	T
'28.1.3'	'DNA.synthesis/chromatin structure.histone'	'cre12.g505600.t1.2|pacid:27581713'	'H2B   no original description'	T
'28.1.3'	'DNA.synthesis/chromatin structure.histone'	'cre12.g504600.t1.2|pacid:27582442'	'H4 H4 HHT1   no original description'	T
'28.1.3'	'DNA.synthesis/chromatin structure.histone'	'cre17.g710500.t1.2|pacid:27571259'	'H4 H4 HHT1   no original description'	T
'28.1.3'	'DNA.synthesis/chromatin structure.histone'	'cre06.g276950.t1.2|pacid:27568166'	'H2A H2A HTA1 Histone    no original description'	T
'28.1.3'	'DNA.synthesis/chromatin structure.histone'	'g14023.t1|pacid:27574041'	'H4 H4 HHT1   no original description'	T
'28.1.3'	'DNA.synthesis/chromatin structure.histone'	'cre06.g267950.t1.2|pacid:27568955'	'H3 Histone HHT1   no original description'	T
'28.1.3'	'DNA.synthesis/chromatin structure.histone'	'cre06.g268100.t1.2|pacid:27567971'	'H2B   no original description'	T
'28.1.3'	'DNA.synthesis/chromatin structure.histone'	'cre06.g274900.t1.2|pacid:27568765'	'H4 H4 HHT1   no original description'	T
